,Origin,Departure port,Departure terminal,Destination,Arrival port,Arrival terminal,Departure time,Arrival time,Transit time,Service name,CO2 footprint,Vessel name,Voyage no.,Vessel build year,Vessel flag,Vessel imo code
0,BRSSZ,,,BEANR,,,,,,,,,,,,
1,BRSSZ,,,BEANR,,,,,,,,,,,,
2,BRSSZ,SANTOS,DP WORLD SANTOS,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Mon 14th Nov 2022 03:00,Fri 9th Dec 2022 14:00,25 days,NWC TO SAEC - STRING I,0.8793 Tons,CZECH,NA244R,2015,MALTA,9723241
3,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Sat 19th Nov 2022 12:30,Fri 16th Dec 2022 14:00,27 days,NWC TO SAEC - STRING I,0.8793 Tons,MSC ATHENS,NA245R,2013,MALTA,9618305
4,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Fri 25th Nov 2022 08:00,Fri 23rd Dec 2022 14:00,28 days,NWC TO SAEC - STRING I,0.8793 Tons,MSC PALAK,NA246R,2016,PORTUGAL,9735206
5,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Fri 2nd Dec 2022 16:00,Fri 30th Dec 2022 14:00,28 days,NWC TO SAEC - STRING I,0.8793 Tons,HUNGARY,NA247R,2015,MALTA,9723253
6,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Fri 16th Dec 2022 08:00,Fri 13th Jan 2023 14:00,28 days,NWC TO SAEC - STRING I,0.8793 Tons,MSC CATERINA,NA249R,2015,PORTUGAL,9705005
7,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Fri 23rd Dec 2022 08:00,Fri 20th Jan 2023 14:00,28 days,NWC TO SAEC - STRING I,0.8793 Tons,UASC ZAMZAM,NA250R,2014,DENMARK,9699127
8,BRSSZ,SANTOS,BRASIL TERMINAL PORTUARIO S/A,BEANR,ANTWERP,MPET K1742 DEURGANCK TERMINAL,Fri 30th Dec 2022 08:00,Fri 27th Jan 2023 14:00,28 days,NWC TO SAEC - STRING I,0.8793 Tons,MSC MICHELA,NA251R,2016,PORTUGAL,9720512
9,BRSSZ,,,NLAMS,,,,,,,,,,,,
